105.625000,45.233941,0.262351,0.288117,2.086120,18.815690,10.768691,124.669222,0.000000
151.414062,41.931217,-0.175097,0.691613,133.575251,82.270194,-0.947435,-0.956740,0.000000
139.015625,51.833264,-0.207793,-0.094389,2.980769,17.220500,7.931036,76.966708,nan
101.882812,45.070365,0.397613,0.614031,3.438963,20.545376,6.734601,49.938048,0.000000
121.046875,nan,0.144146,0.037990,1.912207,14.513452,10.923300,141.193282,0.000000
133.062500,54.715279,-0.165966,-0.339215,2.953177,18.883585,7.858093,70.476700,nan
138.789062,53.653933,-0.154156,-0.297889,18.933946,52.336956,2.582112,5.192976,0.000000
124.359375,46.651255,-0.122833,-0.098439,3.948161,24.779846,6.742731,47.286614,nan
111.593750,nan,0.582978,1.501296,12.775084,46.110784,3.650105,12.218483,0.000000
108.679688,48.332820,0.306644,0.242936,2.191472,nan,9.520359,120.891870,0.000000
125.125000,51.217368,0.044443,-0.392105,3.001672,18.489172,8.743456,92.545834,0.000000
93.929688,37.887000,0.352918,2.046485,1.000836,10.844330,15.434657,295.514558,nan
110.593750,46.530977,0.144639,0.261998,2.382107,17.206458,8.293655,78.388315,0.000000
103.132812,50.827277,0.473620,0.095382,3.177258,20.670258,8.540796,80.672610,0.000000
114.171875,54.530540,0.040957,-0.462331,3.151338,16.973263,7.811674,77.489285,0.000000
113.265625,54.072215,0.028360,-0.366730,1.056020,11.277410,nan,285.193961,0.000000
126.664062,47.516326,0.026385,0.080212,0.985786,9.697979,18.294551,421.588313,0.000000
111.234375,43.627057,0.281933,0.866258,1.605351,10.402667,14.610217,307.386306,nan
83.953125,35.042577,0.777008,3.298677,0.986622,13.432657,15.463692,256.602044,0.000000
nan,46.198195,0.221454,0.156551,3.294314,18.036576,7.569446,68.594780,0.000000
102.351562,nan,0.566820,0.045342,3.779264,21.395459,7.652618,66.935699,0.000000
156.046875,60.136935,-0.320961,-0.632663,4.484114,25.629543,6.300527,42.118801,0.000000
129.992188,50.477176,-0.016626,-0.168214,2.989967,22.711803,8.731262,79.960880,0.000000
100.976562,43.225691,0.302313,0.515796,6.659699,32.016725,5.384702,30.192608,0.000000
133.671875,47.846289,0.119440,-0.063470,1.092809,14.893847,14.395575,213.411218,nan
125.281250,55.247729,0.035943,-0.421985,4.972408,24.293118,6.121106,41.548556,0.000000
91.320312,35.518247,0.534390,2.506959,2.324415,14.605003,9.246489,109.925871,0.000000
131.140625,45.175307,0.147094,0.483850,1.970736,13.843909,10.125172,130.289033,nan
